citation,pmid
"1. Wu C, Bates SM. Should D-dimer testing be used to predict the risk of recurrence after discontinuation of anticoagulant therapy for a first unprovoked episode of venous thromboembolism? Pol Arch Med Wewn. 2009 Apr;119(4):225–30. 
",19413181
1. Itabe H. Oxidative modification of LDL: its pathological role in atherosclerosis. Clin Rev Allergy Immunol. 2009 Aug;37(1):4–11. 
,18987785
"1. Houssa B, Schaap D, van der Wal J, Goto K, Kondo H, Yamakawa A, et al. Cloning of a novel human diacylglycerol kinase (DGKtheta) containing three cysteine-rich domains, a proline-rich region, and a pleckstrin homology domain with an overlapping Ras-associating domain. J Biol Chem. 1997 Apr 18;272(16):10422–8. 
",9099683
"1. Schäfer M, Werner S. Oxidative stress in normal and impaired wound repair. Pharmacol Res. 2008 Aug;58(2):165–71. 
",18617006
"1. Schäfer M, Werner S. Oxidative stress in normal and impaired wound repair. Pharmacol Res. 2008 Aug;58(2):165–71. 
",18617006
"1. Guzik TJ, Korbut R, Adamek-Guzik T. Nitric oxide and superoxide in inflammation and immune regulation. J Physiol Pharmacol. 2003 Dec;54(4):469–87. 
",14726604
"1. Schafer BL, Bishop RW, Kratunis VJ, Kalinowski SS, Mosley ST, Gibson KM, et al. Molecular cloning of human mevalonate kinase and identification of a missense mutation in the genetic disease mevalonic aciduria. J Biol Chem. 1992 Jul 5;267(19):13229–38. 
",1377680
"1. Gao Y, Feng HC, Walder K, Bolton K, Sunderland T, Bishara N, et al. Regulation of the selenoprotein SelS by glucose deprivation and endoplasmic reticulum stress - SelS is a novel glucose-regulated protein. FEBS Lett. 2004 Apr 9;563(1–3):185–90. 
",15063746
"1. Kamagate A, Dong HH. FoxO1 integrates insulin signaling to VLDL production. Cell Cycle. 2008 Oct;7(20):3162–70. 
",18927507
"1. van der Westhuyzen DR, Cai L, de Beer MC, de Beer FC. Serum amyloid A promotes cholesterol efflux mediated by scavenger receptor B-I. J Biol Chem. 2005 Oct 28;280(43):35890–5. 
",16120612
"1. Cheng JB, Jacquemin E, Gerhardt M, Nazer H, Cresteil D, Heubi JE, et al. Molecular genetics of 3beta-hydroxy-Delta5-C27-steroid oxidoreductase deficiency in 16 patients with loss of bile acid synthesis and liver disease. J Clin Endocrinol Metab. 2003 Apr;88(4):1833–41. 
",12679481
"1. Kimura M, Okuno E, Inada J, Ohyama H, Kido R. Purification and characterization of amino-acid N-choloyltransferase from human liver. Hoppe Seylers Z Physiol Chem. 1983 Jun;364(6):637–45. 
",6884990
"1. Labunskyy VM, Hatfield DL, Gladyshev VN. The Sep15 protein family: roles in disulfide bond formation and quality control in the endoplasmic reticulum. IUBMB Life. 2007 Jan;59(1):1–5. 
",17365173
"1. Kilpatrick L, Johnson JL, Nickbarg EB, Wang ZM, Clifford TF, Banach M, et al. Inhibition of human neutrophil superoxide generation by alpha 1-antichymotrypsin. J Immunol. 1991 Apr 1;146(7):2388–93. 
",1848582
"1. Bleys J, Navas-Acien A, Guallar E. Serum selenium and diabetes in U.S. adults. Diabetes Care. 2007 Apr;30(4):829–34. 
",17392543
"1. Skacel N, Menon LG, Mishra PJ, Peters R, Banerjee D, Bertino JR, et al. Identification of amino acids required for the functional up-regulation of human dihydrofolate reductase protein in response to antifolate Treatment. J Biol Chem. 2005 Jun 17;280(24):22721–31. 
",15817466
"1. Johnsen IB, Nguyen TT, Ringdal M, Tryggestad AM, Bakke O, Lien E, et al. Toll-like receptor 3 associates with c-Src tyrosine kinase on endosomes to initiate antiviral signaling. EMBO J. 2006 Jul 26;25(14):3335–46. 
",16858407
"1. Witkowska AM, Kuryliszyn-Moskal A, Borawska MH, Hukałowicz K, Markiewicz R. A study on soluble intercellular adhesion molecule-1 and selenium in patients with rheumatoid arthritis complicated by vasculitis. Clin Rheumatol. 2003 Dec;22(6):414–9. 
",14677018
"1. Witkowska AM, Kuryliszyn-Moskal A, Borawska MH, Hukałowicz K, Markiewicz R. A study on soluble intercellular adhesion molecule-1 and selenium in patients with rheumatoid arthritis complicated by vasculitis. Clin Rheumatol. 2003 Dec;22(6):414–9. 
",14677018
"1. Verrax J, Calderon PB. The controversial place of vitamin C in cancer treatment. Biochem Pharmacol. 2008 Dec 15;76(12):1644–52. 
",18938145
"1. Huwyler J, Bürgin M, Zeugin T, Gut J. Transformation of 5-hydroperoxyeicosatetraenoic acid into dihydroxy- and cysteinyl-leukotrienes by rat hepatocytes: effects of glutathione. Mol Pharmacol. 1991 Mar;39(3):314–23. 
",1848655
"1. Al-Obaidi MK, Philippou H, Stubbs PJ, Adami A, Amersey R, Noble MM, et al. Relationships between homocysteine, factor VIIa, and thrombin generation in acute coronary syndromes. Circulation. 2000 Feb 1;101(4):372–7. 
",10653827
"1. Al-Obaidi MK, Philippou H, Stubbs PJ, Adami A, Amersey R, Noble MM, et al. Relationships between homocysteine, factor VIIa, and thrombin generation in acute coronary syndromes. Circulation. 2000 Feb 1;101(4):372–7. 
",10653827
"1. Johnson MR, Barnes S, Diasio RB. Radioassay of bile acid coenzyme A:glycine/taurine: N-acyltransferase using an n-butanol solvent extraction procedure. Anal Biochem. 1989 Nov 1;182(2):360–5. 
",2610352
"1. Inoue T, Irikura D, Okazaki N, Kinugasa S, Matsumura H, Uodome N, et al. Mechanism of metal activation of human hematopoietic prostaglandin D synthase. Nat Struct Biol. 2003 Apr;10(4):291–6. 
",12627223
"1. Antonenkov VD, Van Veldhoven PP, Waelkens E, Mannaerts GP. Substrate specificities of 3-oxoacyl-CoA thiolase A and sterol carrier protein 2/3-oxoacyl-CoA thiolase purified from normal rat liver peroxisomes. Sterol carrier protein 2/3-oxoacyl-CoA thiolase is involved in the metabolism of 2-methyl-branched fatty acids and bile acid intermediates. J Biol Chem. 1997 Oct 10;272(41):26023–31. 
",9325339
"1. Vásquez-Vivar J. Tetrahydrobiopterin, superoxide, and vascular dysfunction. Free Radic Biol Med. 2009 Oct 15;47(8):1108–19. 
",19628033
"1. Kilpatrick L, Johnson JL, Nickbarg EB, Wang ZM, Clifford TF, Banach M, et al. Inhibition of human neutrophil superoxide generation by alpha 1-antichymotrypsin. J Immunol. 1991 Apr 1;146(7):2388–93. 
",1848582
"1. Yamaoka S, Miyaji M, Kitano T, Umehara H, Okazaki T. Expression cloning of a human cDNA restoring sphingomyelin synthesis and cell growth in sphingomyelin synthase-defective lymphoid cells. J Biol Chem. 2004 Apr 30;279(18):18688–93. 
",14976195
1. Klebanoff SJ. Myeloperoxidase: friend and foe. J Leukoc Biol. 2005 May;77(5):598–625. 
,15689384
"1. Manieri W, Moore ME, Soellner MB, Tsang P, Caperelli CA. Human glycinamide ribonucleotide transformylase: active site mutants as mechanistic probes. Biochemistry. 2007 Jan 9;46(1):156–63. 
",17198385
"1. Fang JY, Xiao SD, Zhu SS, Yuan JM, Qiu DK, Jiang SJ. Relationship of plasma folic acid and status of DNA methylation in human gastric cancer. J Gastroenterol. 1997 Apr;32(2):171–5. 
",9085163
"1. May JM, Mendiratta S, Hill KE, Burk RF. Reduction of dehydroascorbate to ascorbate by the selenoenzyme thioredoxin reductase. J Biol Chem. 1997 Sep 5;272(36):22607–10. 
",9278416
"1. Singh U, Devaraj S, Jialal I. Vitamin E, oxidative stress, and inflammation. Annu Rev Nutr. 2005;25:151–74. 
",16011463
"1. Wilson A, Leclerc D, Rosenblatt DS, Gravel RA. Molecular basis for methionine synthase reductase deficiency in patients belonging to the cblE complementation group of disorders in folate/cobalamin metabolism. Hum Mol Genet. 1999 Oct;8(11):2009–16. 
",10484769
"1. Ahlberg J, Angelin B, Björkhem I, Einarsson K, Leijd B. Hepatic cholesterol metabolism in normo- and hyperlipidemic patients with cholesterol gallstones. J Lipid Res. 1979 Jan;20(1):107–15. 
",374662
"1. Scheurig AC, Thorand B, Fischer B, Heier M, Koenig W. Association between the intake of vitamins and trace elements from supplements and C-reactive protein: results of the MONICA/KORA Augsburg study. Eur J Clin Nutr. 2008 Jan;62(1):127–37. 
",17311055
"1. Saavedra WF, Paolocci N, St John ME, Skaf MW, Stewart GC, Xie J-S, et al. Imbalance between xanthine oxidase and nitric oxide synthase signaling pathways underlies mechanoenergetic uncoupling in the failing heart. Circ Res. 2002 Feb 22;90(3):297–304. 
",11861418
"1. Anderson ME, Allison RD, Meister A. Interconversion of leukotrienes catalyzed by purified gamma-glutamyl transpeptidase: concomitant formation of leukotriene D4 and gamma-glutamyl amino acids. Proc Natl Acad Sci U S A. 1982 Feb;79(4):1088–91. 
",6122208
"1. Paul P, Kamisaka Y, Marks DL, Pagano RE. Purification and characterization of UDP-glucose:ceramide glucosyltransferase from rat liver Golgi membranes. J Biol Chem. 1996 Jan 26;271(4):2287–93. 
",8567691
"1. Abello N, Kerstjens HAM, Postma DS, Bischoff R. Protein tyrosine nitration: selectivity, physicochemical and biological consequences, denitration, and proteomics methods for the identification of tyrosine-nitrated proteins. J Proteome Res. 2009 Jul;8(7):3222–38. 
",19415921
"1. Moore SA, Hurt E, Yoder E, Sprecher H, Spector AA. Docosahexaenoic acid synthesis in human skin fibroblasts involves peroxisomal retroconversion of tetracosahexaenoic acid. J Lipid Res. 1995 Nov;36(11):2433–43. 
",8656081
"1. Ellis E, Goodwin B, Abrahamsson A, Liddle C, Mode A, Rudling M, et al. Bile acid synthesis in primary cultures of rat and human hepatocytes. Hepatology. 1998 Feb;27(2):615–20. 
",9462665
1. Selhub J. Homocysteine metabolism. Annu Rev Nutr. 1999;19:217–46. 
,10448523
"1. Imai H, Narashima K, Arai M, Sakamoto H, Chiba N, Nakagawa Y. Suppression of leukotriene formation in RBL-2H3 cells that overexpressed phospholipid hydroperoxide glutathione peroxidase. J Biol Chem. 1998 Jan 23;273(4):1990–7. 
",9442035
"1. Smith WL. Cyclooxygenases, peroxide tone and the allure of fish oil. Curr Opin Cell Biol. 2005 Apr;17(2):174–82. 
",15780594
"1. Smith WL. Cyclooxygenases, peroxide tone and the allure of fish oil. Curr Opin Cell Biol. 2005 Apr;17(2):174–82. 
",15780594
"1. Smith WL. Cyclooxygenases, peroxide tone and the allure of fish oil. Curr Opin Cell Biol. 2005 Apr;17(2):174–82. 
",15780594
"1. Zhao R, Qiu A, Tsai E, Jansen M, Akabas MH, Goldman ID. The proton-coupled folate transporter: impact on pemetrexed transport and on antifolates activities compared with the reduced folate carrier. Mol Pharmacol. 2008 Sep;74(3):854–62. 
",18524888
"1. Setty BN, Stuart MJ, Walenga RW. Formation of 11-hydroxyeicosatetraenoic acid and 15-hydroxyeicosatetraenoic acid in human umbilical arteries is catalyzed by cyclooxygenase. Biochim Biophys Acta. 1985 Mar 6;833(3):484–94. 
",3918580
"1. Araya Z, Wikvall K. 6alpha-hydroxylation of taurochenodeoxycholic acid and lithocholic acid by CYP3A4 in human liver microsomes. Biochim Biophys Acta. 1999 Apr 19;1438(1):47–54. 
",10216279
"1. Arbogast S, Beuvin M, Fraysse B, Zhou H, Muntoni F, Ferreiro A. Oxidative stress in SEPN1-related myopathy: from pathophysiology to treatment. Ann Neurol. 2009 Jun;65(6):677–86. 
",19557870
"1. Paradisi G, Cucinelli F, Mele MC, Barini A, Lanzone A, Caruso A. Endothelial function in post-menopausal women: effect of folic acid supplementation. Hum Reprod. 2004 Apr;19(4):1031–5. 
",15016776
"1. Goldstein JL, Brown MS. Familial hypercholesterolemia: identification of a defect in the regulation of 3-hydroxy-3-methylglutaryl coenzyme A reductase activity associated with overproduction of cholesterol. Proc Natl Acad Sci U S A. 1973 Oct;70(10):2804–8. 
",4355366
"1. Stoffel W, LeKim D, Sticht G. Metabolism of sphingosine bases. 8. Distribution, isolation and properties of D-3-oxosphinganine reductase. Stereospecificity of the NADPH-dependent reaction of 3-oxodihydrospingosine (2-amino-1-hydroxyoctadecane-3-one). Hoppe Seylers Z Physiol Chem. 1968 Dec;349(12):1637–44. 
",4387676
"1. Bailey JM, Bryant RW, Whiting J, Salata K. Characterization of 11-HETE and 15-HETE, together with prostacyclin, as major products of the cyclooxygenase pathway in cultured rat aorta smooth muscle cells. J Lipid Res. 1983 Nov;24(11):1419–28. 
",6418841
"1. Yun J, Kim JY, Kim OY, Jang Y, Chae JS, Kwak JH, et al. Associations of plasma homocysteine level with brachial-ankle pulse wave velocity, LDL atherogenicity, and inflammation profile in healthy men. Nutr Metab Cardiovasc Dis. 2011 Feb;21(2):136–43. 
",19854035
"1. Ferguson AD, Labunskyy VM, Fomenko DE, Araç D, Chelliah Y, Amezcua CA, et al. NMR structures of the selenoproteins Sep15 and SelM reveal redox activity of a new thioredoxin-like family. J Biol Chem. 2006 Feb 10;281(6):3536–43. 
",16319061
"1. Ferguson AD, Labunskyy VM, Fomenko DE, Araç D, Chelliah Y, Amezcua CA, et al. NMR structures of the selenoproteins Sep15 and SelM reveal redox activity of a new thioredoxin-like family. J Biol Chem. 2006 Feb 10;281(6):3536–43. 
",16319061
1. Basu S. F2-isoprostanes in human health and diseases: from molecular mechanisms to clinical implications. Antioxid Redox Signal. 2008 Aug;10(8):1405–34. 
,18522490
1. Basu S. F2-isoprostanes in human health and diseases: from molecular mechanisms to clinical implications. Antioxid Redox Signal. 2008 Aug;10(8):1405–34. 
,18522490
1. Basu S. F2-isoprostanes in human health and diseases: from molecular mechanisms to clinical implications. Antioxid Redox Signal. 2008 Aug;10(8):1405–34. 
,18522490
"1. Reilly IA, FitzGerald GA. Inhibition of thromboxane formation in vivo and ex vivo: implications for therapy with platelet inhibitory drugs. Blood. 1987 Jan;69(1):180–6. 
",3790723
"1. Simmons DL, Botting RM, Hla T. Cyclooxygenase isozymes: the biology of prostaglandin synthesis and inhibition. Pharmacol Rev. 2004 Sep;56(3):387–437. 
",15317910
"1. Johnson KR, Johnson KY, Becker KP, Bielawski J, Mao C, Obeid LM. Role of human sphingosine-1-phosphate phosphatase 1 in the regulation of intra- and extracellular sphingosine-1-phosphate levels and cell viability. J Biol Chem. 2003 Sep 5;278(36):34541–7. 
",12815058
"1. Maccarrone M, Meloni C, Manca-di-Villahermosa S, Cococcetta N, Casciani CU, Finazzi-Agrò A, et al. Vitamin E suppresses 5-lipoxygenase-mediated oxidative stress in peripheral blood mononuclear cells of hemodialysis patients regardless of administration route. Am J Kidney Dis. 2001 May;37(5):964–9. 
",11325678
"1. Steinbrenner H, Sies H. Protection against reactive oxygen species by selenoproteins. Biochim Biophys Acta. 2009 Nov;1790(11):1478–85. 
",19268692
"1. Petersen Shay K, Moreau RF, Smith EJ, Hagen TM. Is alpha-lipoic acid a scavenger of reactive oxygen species in vivo? Evidence for its initiation of stress signaling pathways that promote endogenous antioxidant capacity. IUBMB Life. 2008 Jun;60(6):362–7. 
",18409172
"1. Shchedrina VA, Zhang Y, Labunskyy VM, Hatfield DL, Gladyshev VN. Structure-function relations, physiological roles, and evolution of mammalian ER-resident selenoproteins. Antioxid Redox Signal. 2010 Apr 1;12(7):839–49. 
",19747065
"1. Fernandes-Costa F, Metz J. Vitamin B12 binders (transcobalamins) in serum. Crit Rev Clin Lab Sci. 1982;18(1):1–30. 
",6295699
1. Selhub J. Homocysteine metabolism. Annu Rev Nutr. 1999;19:217–46. 
,10448523
"1. Choi SW, Mason JB. Folate and carcinogenesis: an integrated scheme. J Nutr. 2000 Feb;130(2):129–32. 
",10720158
"1. Zheng L, Nukuna B, Brennan M-L, Sun M, Goormastic M, Settle M, et al. Apolipoprotein A-I is a selective target for myeloperoxidase-catalyzed oxidation and functional impairment in subjects with cardiovascular disease. J Clin Invest. 2004 Aug;114(4):529–41. 
",15314690
"1. Cuebas DA, Phillips C, Schmitz W, Conzelmann E, Novikov DK. The role of alpha-methylacyl-CoA racemase in bile acid synthesis. Biochem J. 2002 May 1;363(Pt 3):801–7. 
",11964182
"1. Struys EA, Jansen EE, de Meer K, Jakobs C. Determination of S-adenosylmethionine and S-adenosylhomocysteine in plasma and cerebrospinal fluid by stable-isotope dilution tandem mass spectrometry. Clin Chem. 2000 Oct;46(10):1650–6. 
",11017945
1. Bender DA. Biochemistry of tryptophan in health and disease. Mol Aspects Med. 1983;6(2):101–97. 
,6371429
1. Bender DA. Biochemistry of tryptophan in health and disease. Mol Aspects Med. 1983;6(2):101–97. 
,6371429
"1. Bosschaerts T, Guilliams M, Noel W, Hérin M, Burk RF, Hill KE, et al. Alternatively activated myeloid cells limit pathogenicity associated with African trypanosomiasis through the IL-10 inducible gene selenoprotein P. J Immunol. 2008 May 1;180(9):6168–75. 
",18424738
"1. Guimarães MJ, Peterson D, Vicari A, Cocks BG, Copeland NG, Gilbert DJ, et al. Identification of a novel selD homolog from eukaryotes, bacteria, and archaea: is there an autoregulatory mechanism in selenocysteine metabolism? Proc Natl Acad Sci U S A. 1996 Dec 24;93(26):15086–91. 
",8986768
"1. Youssef D, El Abbassi A, Jordan RM, Peiris AN. Fructosamine--an underutilized tool in diabetes management: case report and literature review. Tenn Med. 2008 Nov;101(11):31–3. 
",19024248
1. McCay PB. Vitamin E: interactions with free radicals and ascorbate. Annu Rev Nutr. 1985;5:323–40. 
,2992548
"1. Zhang C, Cai Y, Adachi MT, Oshiro S, Aso T, Kaufman RJ, et al. Homocysteine induces programmed cell death in human vascular endothelial cells through activation of the unfolded protein response. J Biol Chem. 2001 Sep 21;276(38):35867–74. 
",11447214
"1. Bertran N, Camps J, Fernandez-Ballart J, Arija V, Ferre N, Tous M, et al. Diet and lifestyle are associated with serum C-reactive protein concentrations in a population-based study. J Lab Clin Med. 2005 Jan;145(1):41–6. 
",15668660
"1. Malle E, Marsche G, Arnhold J, Davies MJ. Modification of low-density lipoprotein by myeloperoxidase-derived oxidants and reagent hypochlorous acid. Biochim Biophys Acta. 2006 Apr;1761(4):392–415. 
",16698314
"1. Lu J, Holmgren A. Selenoproteins. J Biol Chem. 2009 Jan 9;284(2):723–7. 
",18757362
"1. Engels F, Nijkamp FP. Pharmacological inhibition of leukotriene actions. Pharm World Sci. 1998 Apr;20(2):60–5. 
",9584338
"1. Momoi T, Ben-Yoseph Y, Nadler HL. Substrate-specificities of acid and alkaline ceramidases in fibroblasts from patients with Farber disease and controls. Biochem J. 1982 Aug 1;205(2):419–25. 
",6814427
"1. Hussein O, Rosenblat M, Refael G, Aviram M. Dietary selenium increases cellular glutathione peroxidase activity and reduces the enhanced susceptibility to lipid peroxidation of plasma and low-density lipoprotein in kidney transplant recipients. Transplantation. 1997 Mar 15;63(5):679–85. 
",9075838
"1. Hosaka K, Tanaka S, Nikawa J, Yamashita S. Cloning of a human choline kinase cDNA by complementation of the yeast cki mutation. FEBS Lett. 1992 Jun 15;304(2–3):229–32. 
",1618328
"1. Al-Obaidi MK, Philippou H, Stubbs PJ, Adami A, Amersey R, Noble MM, et al. Relationships between homocysteine, factor VIIa, and thrombin generation in acute coronary syndromes. Circulation. 2000 Feb 1;101(4):372–7. 
",10653827
"1. Lykidis A, Wang J, Karim MA, Jackowski S. Overexpression of a mammalian ethanolamine-specific kinase accelerates the CDP-ethanolamine pathway. J Biol Chem. 2001 Jan 19;276(3):2174–9. 
",11044454
1. Ferré P. The biology of peroxisome proliferator-activated receptors: relationship with lipid metabolism and insulin sensitivity. Diabetes. 2004 Feb;53 Suppl 1:S43-50. 
,14749265
"1. Feng Q, Keshtgarpour M, Pelleymounter LL, Moon I, Kalari KR, Eckloff BW, et al. Human S-adenosylhomocysteine hydrolase: common gene sequence variation and functional genomic characterization. J Neurochem. 2009 Sep;110(6):1806–17. 
",19619139
"1. Powis G, Montfort WR. Properties and biological activities of thioredoxins. Annu Rev Pharmacol Toxicol. 2001;41:261–95. 
",11264458
"1. Powis G, Montfort WR. Properties and biological activities of thioredoxins. Annu Rev Pharmacol Toxicol. 2001;41:261–95. 
",11264458
"1. Semnani RT, Venugopal PG, Leifer CA, Mostböck S, Sabzevari H, Nutman TB. Inhibition of TLR3 and TLR4 function and expression in human dendritic cells by helminth parasites. Blood. 2008 Aug 15;112(4):1290–8. 
",18541719
"1. Lucock M. Folic acid: nutritional biochemistry, molecular biology, and role in disease processes. Mol Genet Metab. 2000;71(1–2):121–38. 
",11001804
"1. Neumann D, Kollewe C, Resch K, Martin MU. The death domain of IRAK-1: an oligomerization domain mediating interactions with MyD88, Tollip, IRAK-1, and IRAK-4. Biochem Biophys Res Commun. 2007 Mar 23;354(4):1089–94. 
",17276401
"1. Leclerc D, Wilson A, Dumas R, Gafuik C, Song D, Watkins D, et al. Cloning and mapping of a cDNA for methionine synthase reductase, a flavoprotein defective in patients with homocystinuria. Proc Natl Acad Sci U S A. 1998 Mar 17;95(6):3059–64. 
",9501215
1. Whanger PD. Selenoprotein expression and function-selenoprotein W. Biochim Biophys Acta. 2009 Nov;1790(11):1448–52. 
,19464347
1. Bierbach H. Studies on long chain fatty acid:CoA ligase from human small intestine. Gut. 1980 Aug;21(8):689–94. 
,7429333
"1. Sneddon AA, Wu H-C, Farquharson A, Grant I, Arthur JR, Rotondo D, et al. Regulation of selenoprotein GPx4 expression and activity in human endothelial cells by fatty acids, cytokines and antioxidants. Atherosclerosis. 2003 Nov;171(1):57–65. 
",14642406
"1. Guan ZZ, Wang YN, Xiao KQ, Hu PS, Liu JL. Activity of phosphatidylethanolamine-N-methyltransferase in brain affected by Alzheimer’s disease. Neurochem Int. 1999 Jan;34(1):41–7. 
",10100195
"1. Penning TM, Jin Y, Steckelbroeck S, Lanisnik Rizner T, Lewis M. Structure-function of human 3 alpha-hydroxysteroid dehydrogenases: genes and proteins. Mol Cell Endocrinol. 2004 Feb 27;215(1–2):63–72. 
",15026176
"1. Abate A, Yang G, Dennery PA, Oberle S, Schröder H. Synergistic inhibition of cyclooxygenase-2 expression by vitamin E and aspirin. Free Radic Biol Med. 2000 Dec;29(11):1135–42. 
",11121721
"1. Ye Y, Shibata Y, Yun C, Ron D, Rapoport TA. A membrane protein complex mediates retro-translocation from the ER lumen into the cytosol. Nature. 2004 Jun 24;429(6994):841–7. 
",15215856
"1. Puig-Kröger A, Sierra-Filardi E, Domínguez-Soto A, Samaniego R, Corcuera MT, Gómez-Aguado F, et al. Folate receptor beta is expressed by tumor-associated macrophages and constitutes a marker for M2 anti-inflammatory/regulatory macrophages. Cancer Res. 2009 Dec 15;69(24):9395–403. 
",19951991
"1. Li Y-C, Chiang C-W, Yeh H-C, Hsu P-Y, Whitby FG, Wang L-H, et al. Structures of prostacyclin synthase and its complexes with substrate analog and inhibitor reveal a ligand-specific heme conformation change. J Biol Chem. 2008 Feb 1;283(5):2917–26. 
",18032380
"1. Li Y-C, Chiang C-W, Yeh H-C, Hsu P-Y, Whitby FG, Wang L-H, et al. Structures of prostacyclin synthase and its complexes with substrate analog and inhibitor reveal a ligand-specific heme conformation change. J Biol Chem. 2008 Feb 1;283(5):2917–26. 
",18032380
"1. Borzutzky A, Crompton B, Bergmann AK, Giliani S, Baxi S, Martin M, et al. Reversible severe combined immunodeficiency phenotype secondary to a mutation of the proton-coupled folate transporter. Clin Immunol. 2009 Dec;133(3):287–94. 
",19740703
"1. Kryukov GV, Castellano S, Novoselov SV, Lobanov AV, Zehtab O, Guigó R, et al. Characterization of mammalian selenoproteomes. Science. 2003 May 30;300(5624):1439–43. 
",12775843
"1. Lucock M, Daskalakis I, Briggs D, Yates Z, Levene M. Altered folate metabolism and disposition in mothers affected by a spina bifida pregnancy: influence of 677c --> t methylenetetrahydrofolate reductase and 2756a --> g methionine synthase genotypes. Mol Genet Metab. 2000 May;70(1):27–44. 
",10833329
